id,title,key
4003,【AD】四层虚拟服务访问偶尔失败,服务	虚拟	异常现象	访问	设备	核心	打不开	交换机	ip地址	发布
4004,【AC】部分用户匹配不到上网策略,匹配	部分	不到	所有人	上网	策略	适用	对象	用户	选择
4005,【aDesk】虚拟机每次开机后，时间比真实时间总是慢8小时,时间	小时	真实	开机	手动	同步	现需	现象	理论	理想
4006,【aDesk】安装xubuntu后分辨率只有640*480不能调整,分辨率	调整	安装	无效	系统	配置	c盘	现场	玩转	环回口
4007,【AF】使用客户端程序登录AF的SSL VPN,客户端程序	登录	觉得	比较	拨入	内网资源	互联网	希望	浏览器	测试
4008,【SSL】自动构建参数单点登录不成功案例,参数	构建	单点	自动	登录	抓取	最终	效果	实现	配置
4009,【SSL】资源发布成L3VPN资源类型无法访问,资源类型	发布	无法访问	内网资源	资源	访问	c盘	环路	玩转	环回口
4010,【aDesk】VDI登录访问资源失败，提示“分配资源失败”,分配资源	失败	资源	空闲	访问	联系	管理员	提示	接入	登录
4011,【AC】VPN内网接口删除报错-接口（LAN1）已经不是内网接口了,接口	删除	已经	报错	冲突	网段	修改	对接	内网	成功
4012,【aDesk】Windows7 虚拟机使用Word2003查看文档表格部分时，表格不停闪烁,表格	不停	闪烁	文档	部分	查看	使用	现成	环境	环境变量
4013,【AC】上网故障排除开启后点击【立即刷新】后会自动关闭,立即	刷新	关闭	直通	开启	点击	排除	故障	网段	自动
4014,【AD】内网打印机中毒引起wan口经常离线,离线	间隔时间	引起	中毒	怀疑	大量	打印机	频繁	恢复	现象
4015,【IPSEC】直连设备获取地址无法上网：路由指向错误,地址	获取	上网	设备	交换机	设有	上能	口能	无法	电脑
4016,【AC】流量管理状态处保证带宽值与设置不符,保证	带宽	流量	管理	状态	设置	不符	显示	现场	环境变量
4017,【HCI】Windows虚拟机开机失败，代码0003,开机	代码	启动	界面	失败	现成	环境	环境变量	环境模拟	环境设备
4018,【aDesk】Windows 7虚拟机设备管理器与任务管理器显示CPU核数不一致,管理器	任务	调整	查看	驱动器	核数	正常	驱动	设备	恢复
4019,【AF】通过SSL VPN登录资源没有显示图标,图标	感觉	资源	显示	登录	配置	生效	现场	环回口	环境
4020,【AD】虚拟服务调度不均衡（并发连接）原因之一,调度	均衡	节点	服务	虚拟	并发	原因	查看	控制台	策略
4021,【AF】实时漏洞分析日志无法删除,实时	漏洞	分析	历史数据	数据	清掉	测试	清空	出厂	恢复
4022,【AF】AF设备如何修改控制台登录端口,控制台	修改	端口	设备	防止	登录	出口	需要	地址	部署
4023,【aDesk】adesk盒子登录虚拟机打开flash程序黑屏,选择	点击	歌曲	卡主	光盘	广告	类似	同样	镜像	程序
4024,【AF】网络丢包延时问题排查之外网光猫性能问题,网络	网光	升级	问题	严重	原来	客户	排查	电信	性能
4025,【AC】如何修改4.5R3以上版本外置数据中心自动删除日志百分比,百分比	删除	外置	自动	修改	最早	数据中心	版本	磁盘	界面
4026,【WOC】标准IPSEC中断之DPD超时：DPD探测时间不一致,标准	经常出现	探测	接上	稳定	来自	现象	时间	一致	实验
4027,【SSL】LDAP认证部分用户认证失败,部分	公司	认证	密码	错误	登录	失败	用户	提示	c盘
4028,【AC】拒绝页面显示不了--虚拟IP访问不了,拒绝	页面	显示	虚拟	策略	访问	配置	现已	环境变量	环境模拟
4029,【AF】安装PDLAN提示虚拟网卡驱动程序未加载,驱动程序	网卡	加载	虚拟	安装	提示	环路	玩转	环回口	环境
4030,【aDesk】vdi客户端和手机客户端同时使用远程应用出现闪屏,客户端	闪屏	远程	应用	手机	使用	出现	强制	协议	开启
4031,【IPSEC】第三方对接不成功：预共享密钥不一致，导致一阶段协商不起来,阶段	协商	对接	设备	成功	厂商	密钥	共享	标准	一致
4032,【SSL】EMM应用封装后的应用无法正常安装,封装	安装	扫码	助手	应用	下载安装	正常	无法	上传	手机
4033,【SSL】刚部署远程应用打开IE卡在应用个人设置阶段,阶段	应用	远程	设置	打开	应用服务器	部署	发布	安装	c盘
4034,【AC】Sangfor VPN互连提示和对端网段冲突,对端	冲突	互连	文档	网段	提示	公司	建立	对接	内网
4035,【aDesk】虚拟机卡死问题,盒子	过程	操作	进行	问题	使用	无法	环境模拟	玩游戏	玩转
4036,【aDesk】主机添加集群报错集群ip配置文件异常,集群	配置文件	添加	异常	报错	现场	玩转	环回口	环境	环境变量
4037,【IPSEC】标准IPSEC建立失败:身份ID类型不一致,对接	身份	失败	类型	标准	一致	实验	截图	案例	公司
4038,【AC】信锐认证转发到AC，AC上上线失败,转发	上线	报文	认证	收到	成功	失败	用户	现场	环境
4039,【IPSEC】sangfor vpn配置内网服务权限不生效,权限	服务	总部	生效	配置	建立	分支	内网	现场	环回口
4040,【IPSEC】DLAN运行状态异常：Check sn failed,运行	状态	停止	无效	手动	启用	异常	提示	现场	环回口
4041,【IPSEC】VPN连接不上：本端的虚拟网卡和对端配置的包含的网段冲突,包含	对端	网卡	冲突	网段	不上	虚拟	配置	分支	对接
4042,【AC】认证策略配置以IP地址作为用户名上线，在本地编辑用户后，部分用户不能正常以更新后的用户上线,上线	用户	ip地址	编辑	更新	用户名	正常	信息	部分	附加
4043,【AC】手机用户密码认证总是自动注销,注销	连的	手机用户	密码	认证	手机	自动	使用	环境	环境变量
4044,【AF】SSLVPN连接失败之Send IPTunnel request failed,防火墙	连接	失败	反馈	建立	提示	c盘	环路	玩转	环回口
4045,【AD】备机服务日志告警“每小时服务重启一次”,小时	服务	双机	重启	机会	备机	打印	告警	部署	设备
4046,【AC】第三方监控软件频发告警,监控	软件	频发	红色	告警信息	外网	告警	服务器	现象	现需
4047,【AD】设备网口乱序导致上网异常,乱序	上网	界面显示	网线	设备	不通	升级	异常	地址	发现
4048,【AC】链路负载配置不成功,链路	负载	成功	提交	配置	无法	班级	率为	玩游戏	玩转
4049,【aDesk】虚拟机蓝屏，蓝屏代码0X7B【WinPE修改注册表】,注册表	取消	代码	编辑	修改	正常	现已	环境	环境变量	环境模拟
4050,【AC】AC结合radius服务器做单点登录不成功,单点	服务器	成功	登录	数据	认证	用户	环回口	环境	环境变量
4051,"【SSL】单台电脑打开远程应用提示""WinSock连接服务器失败""（案例一）",远程	电脑	应用	打开	连接	服务器	单台	失败	账号	检查
4052,【AC】QQ离线传文件无法拒绝,拒绝	文件	离线	电脑	无法	c盘	现成	环境	环境变量	环境模拟
4053,【SSL】控制台导入配置不生效,导入	配置	重启	服务	设备	原有	控制台	生效	资源配置	还原
4054,【AF】IPSEC VPN连接失败之外网线路故障,失败	系统故障	故障	线路	建立	对接	显示	连接	现需	现象
4055,【aDesk】office excel 2007在win7无法在双屏显示,双屏	扩展	显示	表格	分别	无法	桌面	软件	文件	打开
4056,【AC】SG控制台看不到共享接入管理模块,接入	管理	模块	共享	看不到	终端	功能	控制台	版本	现成
4057,【AC】拒绝百度地图不生效,拒绝	生效	地图	百度	自定义	c盘	现场	环回口	环境	环境变量
4058,【AC】启用脚本单点登录之后带宽占用特别高,特别	带宽	单点	启用	登录	占用	脚本	服务器	导致	理论
4059,【AC】拒绝搜索引擎Bing必应还是可以正常打开,搜索引擎	搜索	拒绝	必应	打开	属于	正常	电脑	应用	策略
4060,【aDesk】IE浏览器设置主页不生效，设置后还是默认界面,主页	设置	默认	界面	所示	浏览器	生效	打开	现已	环境模拟
4061,【AF】4.X规则库序列提交报错,序列号	规则	序列	填入	无效	优化	填写	提交	软件	报错
4062,【AD】智能DNS配置静态就近性，外网nslookup返回的值却是多个IP,返回	就近	静态	智能	配置	却是	域名解析	运营商	外网	对应
4063,【AC】外置的日志大小远大于内置,数据中心	内置	外置	一致	c盘	现已	环境变量	环境模拟	环境设备	环路
4064,【WOC】隧道内NAT不生效：LAN网段和虚拟IP地址池掩码不匹配,分支	隧道	网段	连接	冲突	配置	内网	生效	上报	掩码
4065,【SSL】仅发布一个域名资源其他未发布的域名却可以访问,发布	域名	资源	访问	在于	用户	主页	登录	分配	相关
4066,【AC】AC和外置数据中心同步日志不成功,同步	外置	数据中心	测试	连接	发现	成功	失败	配置	提示
4067,"【SSL】在线用户流量显示为横杠""---""",横杠	流量	显示	用户	c盘	现成	环境	环境变量	环境模拟	环境设备
4068,【AD】七层虚拟服务访问慢__端口复用port reused,服务	虚拟	复用	遇到	访问	过程	类型	打不开	情况	发布
4069,【aDesk】aCenter授权场景，部署后aCenter显示无效授权,授权	场景	无效	显示	部署	获取	c盘	环回口	环境	环境变量
4070,【AF】AF禁止流媒体应用后，内网用户还可以观看视频,观看	视频	禁止	优酷	流媒体	用户	应用	控制策略	网站	浏览器
4071,【AF】配置导入报错提示：“只支持相同版本配置导入”,版本	恢复	导入	系统维护	示例	相同	路径	备份	配置	支持
4072,【AC】在线列表没有用户-认证前权限导致,用户	列表	权限	上网	导致	认证	环境	环境变量	环境模拟	环境设备
4073,【aDesk】XP系统物理PC安装PC一体化控件后，无法正常连接到VDC,一体化	控件	物理	连接	系统	安装	服务端	可用	是否	无法
4074,【adesk】远程应用发布时报错无效的远程应用程序,远程	应用程序	无效	应用	时报	发布	后缀	进行	现场	环路
4075,【AC】设备路由部署网速上不去,网速	路由	浮动	部署	带宽	设备	一直	出口	环回口	环境
4076,【AD】内网电脑通过公网地址访问内网服务器失败,地址	访问	公网	远程桌面	现象	截图	绝不能	单位名称	联系方式	通俗易懂
4077,【AC】网监对接，多场所场景只有一个网点在线-第二弹,场所	网监	平台	对接	网点	场景	离线	上传	数据	状态
4078,【AD】SSL证书导入“cer格式”,证书	私钥	形式	格式	卸载	导入	客户	使用	现放通	现状
4079,【IPSEC】标准IPSEC和SANGFOR VPN端口冲突导致对接失败,是否	标准	检查	对接	连通	协商	联通	失败	设备	对端
4080,【aCloud】windows server虚拟机操作正常运行过程中自动重启,过程	操作	运行	总会	自动关机	每隔	小时	正常	重启	自动
4081,【AF】VPN内网设置不能选择指定的内网接口,内网	接口	设置	选择	属性	指定	界面	设备	配置	版本号
4082,【AC】在线用户查不到某个网段的在线信息,网段	用户	核心	防火墙	信息	查不到	拓扑	看不到	网桥	看到
4083,【aDesk】VDC升级失败，提示for it is building software suite,升级	提示	进行	报错	失败	现成	环境	环境变量	环境模拟	环境设备
4084,【SSL】做了角色映射，vpn登录成功后资源列表中没有资源,角色	资源	映射	登录	列表	添加	浏览器	显示	成功	认证
4085,【aDesk】VDC升级报错，upgrade of device fails,升级	报错	公司	瓶颈	现成	环回口	环境	环境变量	环境模拟	环境设备
4086,【AC】windows集成单点登录有效性测试失败,集成	有效性	单点	测试	登录	失败	使用	提示	现已	环境变量
4087,【AC】登录数据中心提示系统正在启动，暂时无法使用数据中心,数据中心	暂时	启动	登录	系统	刷新	稍后	使用	重新	无法
4088,【AF】版本升级报“HA status”的错误信息,版本升级	调出	升级	进度	界面	客户端	电话	现场	玩转	环回口
4089,【AC】准入网关为虚拟地址导致被监控系统识别为攻击,监控	攻击行为	通讯	虚拟地址	发起	怀疑	攻击	准入	终端	识别
4090,【AF】流控的用户数超过在线用户数,用户数	超过	管理	状态	流控	运行	流量	用户	c盘	玩转
4091,【AF】WEB应用防护策略动作拒绝，WEB登录明文传输检测的动作却是允许,动作	却是	传输	防护	检测	允许	拒绝	应用	策略	登录
4092,【IPSEC】标准IPSEC建立失败：出口线路错误,连通	线路	电信	链路	是否	标准	检查	截图	出口	设备
4093,【aDesk】虚拟机0X50蓝屏,代码	开机	现已	玩转	环回口	环境	环境变量	环境模拟	环境设备	环路
4094,【aCloud】Linux虚拟机无法输入命令,命令	输入	键入	命令行	反应	无法	系统	正常	现已	环境
4095,【AC】旁路模式在线用户为空,模式	用户	部署	c盘	环回口	环境	环境变量	环境模拟	环境设备	环路
4096,【AC】Teamview通过SG代理远程不了,代理	远程	取消	工具	正常	使用	设备	版本升级	父子	环境变量
4097,【AF】网站防篡改后台登录防护不生效：网站管理URL填错,网站	后台	防护	填错	生效	篡改	访问	目的	登录	转换
4098,【AF】添加路由提示下一跳地址与接口是否在同一网段,接口	路由	静态	是否	冲突	网段	提示	添加	地址	配置
4099,【AD】配置邮件告警smtp主机使用994端口测试无效,无效	邮件	告警	端口	测试	使用	配置	版本升级	现成	环境
4100,【AC】设置邮件告警服务器测试发送不成功,邮件	设置	发送	告警	测试	成功	功能	系统	服务器	c盘
4101,【AC】亚马逊首页通过上网策略限制不住,不住	限制	购物	上网	策略	网站	玩转	环回口	环境	环境变量
4102,【AF】IPSECVPN建立报错随机数异常,随机数	产生器	服务	建立	出现异常	应该	报错	无效	系统故障	重启
4103,【AD】路径不一致导致虚拟服务访问失败,访问	路径	负载	用户	业务	一致	发布	接入	公网	服务
4104,【aDesk】win10打印机共享，被共享虚拟机无法访问文件夹,共享	未经	来宾	身份验证	阻止	文件夹	安全策略	打印机	组织	无法访问
4105,【AC】用户绑定MAC，却不能录入对应的组,绑定	对应	用户名	用户	录入	关系	手动	上线	导入	地址
4106,【AC】巡检-提示核心进程singress不存在,进程	巡检	核心	存在	提示	c盘	环回口	环境	环境变量	环境模拟
4107,【WOC】VPN连接不上：Check sn failed,不上	连接	停止	无效	手动	运行	启用	状态	提示	班级
4108,【SSL】Windows系统 temp目录异常导致登录SSL下载控件失败,下载	控件	登录	目录	具体	失败	现象	无法	检查	提示
4109,【AD】配置SSL卸载，页面排版异常,排版	卸载	页面	异常	内容	服务	服务器	访问	配置	现象
4110,【AC】6.1要求第一次上线强制修改密码不生效,修改	密码	组不	生效	导入到	强制	希望	要求	手动	重新
4111,【AF】如何针对单一源IP放通SQL注入攻击,注入	攻击	放通	合作伙伴	语句	大量	提交	防护	检测	拦截
4112,【SSL】资源列表点击资源弹出程序选择框,资源	程序	列表	选择	点击	登录	c盘	现场	玩转	环回口
4113,【AF】应用控制提示策略“可能失效”,失效	控制	应用	策略	提示	c盘	现已	环境	环境变量	环境模拟
4114,【AC】AC6.1内网路由部署，ping前端设备不通，前端设备pingAC也不通,不通	网路	设备	网关	部署	发现	环路	玩转	环回口	环境
4115,【AC】手机购物网站禁止不掉,购物	手机	网站	策略	访问	正常	能够	禁止	拒绝	现放通
4116,【AD】VMware升级到6.5版本后识别不到key，导致VAD的授权失效,失效	授权	识别	升级	不到	版本	导致	驱动	正常	理论
4117,【AC】导入IP/MAC绑定失败,导入	失败	绑定	c盘	环境	环境变量	环境模拟	环境设备	环路	现场
4118,【WOC】PDLAN安装报错：不支持其他非WIN7或WIN8的64位操作系统,操作系统	旗舰版	支持	版本	安装	报错	信息	现场	环回口	环境
4119,【AC】外置数据中心查询日志一直是0%-系统时区不对,查询	外置	一直	时区	数据中心	原始	加载	问题	状态	系统
4120,【WOC】部署模式：网桥30位掩码分支PC访问不到总部DMZ接口,总部	接口	分支	掩码	设备	网桥	访问	方便管理	地址	专线
4121,【AC】扫描AC存在“dns服务允许递归查询”漏洞,递归	漏洞	扫描	允许	查询	存在	服务	远端	现状	理想
4122,【AC】用户一部分通过nat上不了网,用户	c盘	环回口	环境	环境变量	环境模拟	环境设备	环路	现场	现已
4123,【WOC】VPN互访异常：Internet IP无法正常获取,互访	回包	子网	组网	确认	无法	看到	路由	获取	建立
4124,【AC】策略不生效,策略	生效	匹配	不上	用户	c盘	环回口	环境	环境变量	环境模拟
4125,【AC】隧道内NAT不生效：未勾选启用隧道内NAT,隧道	分支	网段	连接	配置	总部	生效	上报	需要	网网
4126,【AD】服务器返回404等状态码需自动跳转到指定页面,服务器返回	指定	自动	码需	码时	状态	页面	希望	重定向	跳转
4127,【aDesk】虚拟机自动加入域失败,自动	登录	会卡	帐号密码	盒子	加入	界面	客户端	错误	客户
4128,【AC】数据中心查询不到用户上网日志、流量日志等--终端类型未识别,上网	查询	流量	数据中心	不到	注意	策略	类型	行为	记录
4129,【SSL】创建用户提示输入格式错误，无法保存,保存	创建	格式	用户	输入	无法	错误	填写	提示	信息
4130,【AF】僵尸网络策略动作拒绝，异常流量的动作却是允许,动作	僵尸	允许	拒绝	流量	网络	却是	异常	记录	策略
4131,【AC】外置日志中心访问页面缓慢，查询页面也慢,页面	缓慢	中心	查询	外置	访问	现已	环境	环境变量	环境模拟
4132,【AD】源端口变化导致IPSEC VPN连接失败,设备	建立	变化	厂商	失败	标准	存在	端口	出口	查看
4133,【AD】内网电脑访问公网某指定服务器不定时缓慢,服务器	电脑	监控	业务	质量	公网	秒钟	日常	耗时	缓慢
4134,【AF】安全规则库无法更新之DNS配错导致,更新	规则	配错	无法	导致	设备	用户	环境设备	玩转	环回口
4135,【SSL】LDAP认证，大写用户名登陆提示用户密码错误，小写用户名登陆正常,认证	登陆	用户名	小写	控不	大写	区分	问题	密码	错误
4136,【HCI】虚拟机内部有两个本地连接2导致无法正常通信,相同	网络连接	正常	无法	网卡	查看	导致	配置	现象	环境设备
4137,【aCloud】虚拟机迁移之后，存储空间未自动释放,迁移	自动	释放出来	原先	存储空间	释放	空间	占用	c盘	环境模拟
4138,【AF】已设置无流量自动注销时间，但在线列表还是看到在线时长一百多小时的用户,小时	注销	用户	列表	时间	看到	自动	流量	设置	下班
4139,【AF】直通日志丢包标记为：ACL_Intranet,直通	标记	源为	开放	动作	服务器	访问	正常	公网	端口
4140,【AC】PC打开网站偶尔跳转到其他页面   --EDR推送配置导致,网站	跳转	任意	推送	打开	随机	固定	现象	页面	内网
4141,【SSL】选择外置短信模块导致短信认证发送短信不成功,短信	发送	配置	认证	模板	设备	协议	模块	类型	外置
4142,【AC】PDLAN连接不成功：共享密钥不一致,公司	总部	详情请	密钥	设备	共享	故障	一致	实验	运行
4143,【acloud】联想服务器sr650安装超融合后网卡X722连接异常,网卡	联想	型号	融合	安装	服务器	网线	反应	环境	异常
4144,【AC】编辑IP地址库时，提示表单提交报错，访问受限,受限	表单	提交	编辑	ip地址	报错	访问	提示	设备	现需
4145,【WOC】DHCP获取不到地址：未勾选启用DHCP,获取	直连	不到	地址	设备	勾选	启用	公司	电脑	配置
4146,【SSL】启用了时间同步功能但设备未做同步操作,同步	时间	设备	功能	告警	启用	同步操作	分裂	出现	服务器进行
4147,【AC】页面定制如何隐藏记住登录状态选项,隐藏	记住	状态	页面	模板	选项	样子	文件	登录	打包
4148,【AC】SC在线网点服务状态显示发生故障,网点	发生	故障	服务	状态	显示	看到	查看	客户	设备
4149,【AC】内置数据中心查询不到某几天的日志，用户上网流量不经过AC导致,内置	数据中心	磁盘空间	排查	查不到	原因	查询	反馈	流量	查看
4150,【AC】BBC2.0导入分支用户报错,分支	导入	用户	报错	表格	导出	模板	版本	提示	环境变量
4151,【AC】网监对接，多场所场景只有一个网点在线,网监	支行	网点	对接	银行	场所	场景	离线	上传	反馈
4152,【HCI】第三方服务器KVM重定向加载ISO镜像安装超融合后开不了机,重定向	镜像	融合	加载	安装	服务器	界面	环境模拟	环境设备	环路
4153,【AF】服务器访问异常之IP冲突,服务器	访问	不通	外网	冲突	端口	出口	异常	正常	配置
4154,【AC】对某个用户添加了上网策略，但是在线用户却看不到该用户关联了该策略,用户	策略	结构	组织	看不到	看到	所示	添加	点击	查看
4155,【aCloud】一体机拷机提示fail to read the config file:/app/remote_diag_parm.txt,拷机	一体机	提示	c盘	玩转	环境	环境变量	环境模拟	环境设备	环路
4156,【AC】针对MAC地址做不需要认证不生效-三层环境没有配置跨三层,认证	需要	密码	即可	生效	地址	确定	固定	实现	配置
4157,【SSL】SSL RemoteApp安装失败，secondry logon服务未启动导致,重新安装	安装	重启	遇到	失败	过程	启动	提示	一直	服务
4158,【AC】微信网页版审计不到聊天信息,聊天	审计	微信	网页	信息	不到	中心	查询	上网	策略
4159,【AF】服务器Linux防篡改客户端防护不生效之内存过高,篡改	防护	客户端	生效	服务器	内存	删除	已经	修改	文件
4160,【SSL】SSL VPN拨入上来通过视频软件无法进行视频会议,视频会议	拨入	视频	软件	进行	无法	环路	玩转	环回口	环境
4161,【AF】实时漏洞分析扫描服务器IP和域名不对应之白名单,漏洞	分析	实时	服务器	看到	域名	对不上	地址	扫描	解析
4162,【AC】密码认证提示超过用户限额数,限额	超过	密码	用户	认证	验证	终端	允许	输入	已经
4163,【SSL】IOS-EasyConnect打开远程应用卡在正在协议交互-网络异常或远程服务器无响应,远程	交互	响应	协议	问题	网络	应用	时卡	异常	打开
4164,【aDesk】升级VDC失败，提示当前存在建立的软件库,升级	软件	制作	终止	存在	建立	条件	满足	等待	失败
4165,【WOC】隧道间路由不生效：隧道间路由源目网段配置错误,隧道	路由	互访	网网	源目	建立	分支	做好	实现	网段
4166,【WOC】拨号异常：PPPOE断开之后不自动拨号,拨号	断开	自动	实验	截图	案例	出现	环境	上网	异常
4167,【aCloud】告警灯亮红灯，一键检测有内存告警,告警	内存	亮红灯	一键	检测	故障	检查	环境	环境变量	环境模拟
4168,【aCloud】FreeBSD系统迁移后开机卡在mountroot>命令行界面,迁移	开机	看出	系统	分区	命令行	挂载	界面	报错	成功
4169,【AC】DAS设备看历史报表只有最近七天的,报表	订阅	历史	生成	设备	查看	登录	现场	玩转	环回口
4170,【AF】静态路由列表中有一条路由显示“无效”,路由	静态	无效	列表	显示	现已	环回口	环境	环境变量	环境模拟
4171,【AC】用户关联了审计策略，但是审计不了用户的上网行为-审计策略配置目标区域不对,审计	策略	行为	用户	上网	目标	区域	配置	现成	环境模拟
4172,【AF】GRE连接成功业务不通之Tunnel口加入区域未放通,不通	连接	成功	区域	放通	对端	隧道	加入	业务	地址
4173,【AF】接口启用WAN属性提示超过线路总数,属性	接口	启用	总数	超过	线路	报错	提示	理想	环境设备
4174,【AF】Sangfor VPN不知如何禁用分支账户,账户	禁用	上找	分支	不知	按钮	启用	状态	界面	不到
4175,【aDesk】编辑虚拟机无法添加显卡,添加	显卡	编辑	硬件	选项	选择	所示	无法	版本信息	环境模拟
4176,"【AD】扫描显示""远端DNS服务允许递归查询""",递归	远端	扫描	允许	查询	服务	检测	显示	现已	环回口
4177,【AC】外置数据中心同步日志异常--中间设备拒绝,同步	外置	中间设备	数据中心	拒绝	异常	现成	环境变量	环境模拟	环境设备
4178,【AF】控制台访问失败，登录端口测试不通,控制台	访问	公网	端口	不通	界面	测试	地址	登录	失败
4179,【AD】过虚拟服务后下载word文档打开乱码,乱码	下载	打开	文档	服务	虚拟	附件	卸载	负载	发布
4180,【SSL】SSL VPN的LDAP认证修改手机号后同步不成功,手机号	同步	修改	控做	手机号码	认证	自动	成功	用户	环路
4181,【IPSEC】标准IPSEC建立失败:预共享密钥不一致,对接	密钥	失败	共享	标准	一致	实验	截图	案例	公司
4182,【AD】SSL卸载，很多图片加载不了且使用IE访问提示“只显示安全内容”,显示	内容	图片	使用	卸载	访问	浏览器	页面	刷新	加载
4183,【AC】端口映射后从外网访问不了服务器,外网	端口映射	端口	服务器	访问	映射	公网	内网	理想	环境变量
4184,【SSL】关联了内网L3VPN资源无法ping通,资源	对应	不通	测试	内网	无法	用户	c盘	现已	环境变量
4185,【SSL】sradius结合oracle认证无法加载odbc驱动,驱动	错误代码	加载	例程	系统	驱动程序	无法	选择	存在	添加
4186,【SSL】升级版本提示'未记录升级历史',升级	未记录	历史	上传	提示	版本	客户端	使用	失败	设备
4187,【AF】恢复配置提示当前语言环境是中文,语言	中文	配置文件	恢复	导入	环境	报错	配置	提示	现场
4188,【SSL】控制台登录报错“页面无法读取cookie”,读取	无法	页面	控制台	继续	登录	时报	操作	错误	报错
4189,【AC】系统日志一直报错“Sync Online User failed”,系统日志	一直	产生	错误	报错	现已	环回口	环境	环境变量	环境模拟
4190,【AC】线路空闲阀值突破不了,带宽	空闲	突破	阀值	线路	占用率	时单	高速度	用到	下班
4191,【aDesk】Epson PP-50刻录机使用异常,刻录机	刻录	提示信息	未找到	管理器	使用	实际	驱动	设备	映射
4192,【aDesk】安装remoteappserver程序失败，没有安装终端服务,安装	程序	终端	服务	失败	c盘	现成	环境	环境变量	环境模拟
4193,【AC】数据中心查询不到日志,关键字	搜索	排行	记录	查询	数据中心	不到	现场	环回口	环境
4194,【aCloud】虚拟机最佳配置-虚拟机拷贝数据速度慢,拷贝	速度慢	相互	e盘	传输速率	d盘	文件	数据	服务器	配置
4195,【AF】SANGFORVPN之无法选择内网接口,接口	可选	选择	添加	发现	无法	配置	现放通	环境变量	环境模拟
4196,【AC】SG单臂部署，内网不能使用微吼直播,直播	单臂	部署	使用	c盘	环境	环境变量	环境模拟	环境设备	环路
4197,【AC】QQ邮箱登录不上,邮箱	验证码	登录	滑块	回到	滑动	界面	进入	出现	不上
4198,【SSL】身份类型配置错误导致标准IPSEC对接失败,标准	二者之间	建立	野蛮	固定	身份	路由器	失败	对端	类型
4199,【AC】用户接入趋势和登录注销日志条数差距大,趋势	注销	查询	接入	差距	用户	条数	登录	c盘	环境
4200,【IPSEC】 VPN连接不上：本端的OUT IP和某节点配置的xxx冲突,冲突	不上	连接	节点	分支	对接	总部	配置	提示	玩转
4201,【WOC】VPN连接不上：主WEBAGENT在线路上更新失败,更新	线路	网络	换成	原来	联通	移动	失败	不上	上网
4202,【AC】短信认证之不允许以短信认证方式登录,短信	认证	方式	允许	登录	成功	提示	环境设备	环回口	环境
4203,【aDesk】VDI5.3.2agent接入不正常之lan口配置多IP导致,正常	看到	一直	接入	管理	状态	网关	部署	导致	配置
4204,【AC】网桥部署电脑打不开ac控制台,打不开	网桥	电脑	控制台	部署	c盘	现场	玩转	环回口	环境
4205,【AC】苹果手机弹出认证页面慢-ios机制问题,苹果	手机	从连	机制	页面	动弹	认证	无线	时间	微信
4206,【aCloud】超融合里面添加聚合网口的时候有网口不能 选择,聚合	选择	融合	实体	需要	添加	网络	发现	部署	配置
4207,【AD】虚拟服务节点频繁离线恢复,节点	频繁	恢复	概况	监视器	不可	离线	服务	状态	网络
4208,【aDesk】微软Surface登录VDI客户端访问虚拟机后，键盘盖不能正常使用,键盘	微软	使用	面板	客户端	平板	访问	正常	登录	电脑
4209,【AD】网银登录异常,银行	主页	登录	网站	异常	打开	正常	现需	环境设备	环境
4210,【aDesk】数据中心查询数据提示查询失败请重试,查询	重试	数据中心	数据包	失败	提示	数据	报错	登录	c盘
4211,【aDesk】更新模板失败,模板	更新	派生	软件	机上安装	发给	失败	操作	方式	看到
4212,【IPSEC】VPN互访异常：隧道间路由目的路由用户配置错误,路由	互访	网网	分支	隧道	不通	总部	指向	分别	目的
4213,【AF】高可用性双机热备无法读取所有接口,热备	接口	双机	高可用性	读取	无法	监控	选择	显示	配置
4214,【AC】新增网段不能上网，直通提示IP NOT in LAN network,新增	直通	网段	上网	攻击	提示	启用	现成	环境变量	环境模拟
4215,【AC】数据中心用户某段时间查不到日志其他时间正常,查询	查不到	正常	信息部	用户	月份	时间	数据中心	发现	现象
4216,【aDesk】虚拟机0x1a_5200蓝屏,代码	c盘	现放通	环境	环境变量	环境模拟	环境设备	环路	现场	现已
4217,【AC】开启SSL识别，手机访问网站有问题,识别	开启	网站	问题	无线	出错	访问	路由器	移动	内容
4218,【SSL】远程应用发布IE打开闪退,闪退	远程	发布	应用	现象	点击	浏览器	资源	出现	打开
4219,【AD】链路繁忙导致智能路由失效,电信	智能	联通	同理	路由	优先	繁忙	地址	失效	访问
4220,【AF】AF控制台无法登陆之全端口映射导致,控制台	判断	无法	端口映射	方式	登陆	公网	浏览器	打开	地址
4221,【WOC】VPN连接不上：第三方指定线路出口没有固定IP地址或者拨号没有成功,固定	拨号	指定	成功	ip地址	线路	出口	确认	单臂	标准
4222,【WOC】VPN连接不上：Sangfor VPN收到错误的命令帧,分支	总部	连接	命令	不上	收到	设备	同对	模式	错误
4223,【SSL】用户登录SSL VPN被锁定,锁定	登录	爆破	用户	尝试	系统	提示	现需	环境设备	玩转
4224,【AC】AC升级报错：提示没有找到bakcfgsh,升级	最新	报错	找到	升级包	版本升级	执行	加载	版本	客户端
